scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,original_best_purity,original_pure_point_fraction,original_has_pure_segment,ibsp_best_purity,ibsp_pure_point_fraction,ibsp_has_pure_segment,pure_ibsp_segment_count,has_pure_reliable_ibsp,has_pure_sampled_ibsp,sam2_best_iou
scene0207_01,5040,door,3533,0.6028460543337646,1.0,1.0,True,1.0,0.9966034531559581,True,20,False,False,0.0004710500490677134
scene0207_01,6003,couch,5439,0.6853874154966199,1.0,1.0,True,1.0,0.9634123919838206,True,26,True,False,0.0018671645772205922
scene0207_01,7013,cabinet,4715,0.33022269353128314,1.0,1.0,True,1.0,0.993425238600212,True,33,False,False,0.0
scene0207_01,8012,shelf,7779,0.9671836943981541,1.0,1.0,True,1.0,0.997686077902044,True,61,True,False,0.0
scene0207_01,8053,shelf,5133,0.9352360043907794,1.0,1.0,True,1.0,0.967270601987142,True,34,False,False,0.0
scene0207_01,11002,bed,9110,0.8286848427870052,1.0,1.0,True,1.0,0.9903402854006587,True,42,True,True,0.07382914137033825
scene0207_01,14010,sink,863,0.5842924847664184,1.0,1.0,True,1.0,0.8609501738122828,True,10,False,False,0.0
scene0207_01,14011,sink,812,0.2849122807017544,1.0,1.0,True,1.0,0.9433497536945813,True,4,False,False,0.0
scene0207_01,16009,window,5642,0.7774619628824612,1.0,1.0,True,1.0,0.5705423608649415,True,24,True,False,0.0
scene0207_01,16027,window,2838,0.4522735161402291,1.0,1.0,True,1.0,0.8051444679351656,True,15,True,True,0.015598507968802983
scene0207_01,17015,toilet,1941,1.0,1.0,1.0,True,1.0,0.874806800618238,True,11,False,False,0.009932375316990701
scene0207_01,19029,monitor,1307,0.7568627450980392,1.0,1.0,True,1.0,0.9166029074215761,True,11,True,True,0.08951798010711554
scene0207_01,27039,refrigerator,2156,0.8608534322820037,1.0,1.0,True,1.0,0.9921150278293135,True,10,False,False,0.0
